PRODUCT_ID,DESCRIPTION,LOCATION,PRODUCT_TYPE,RESOLUTION,MIN_LOT_SIZE,MAX_LOT_SIZE,STD_LOT_SIZE,INCR_LOT_SIZE,BUILD_PERIOD,OBSOLETE,TIME_FENCE,CYCLE_TYPE, CYCLE_FAMILY ,INVENTORY,REVENUE,SHARE_FLAG,MIX,PROD_AREA,HIER_LEVEL_1,HIER_LEVEL_2,HIER_LEVEL_3,Product_Unit_Cost,UDA_string_-_-_LOC_ID,UDA_float_-_-_HOLD_COST,UDA_string_-_-_PRODUCT_FAMILY,UDA_string_-_-_PRODUCT_GROUP,UDA_string_-_-_TECHNOLOGY,UDA_string_-_-_PACKAGE,UDA_string_-_-_SHARED,UDA_string_-_-_FAB_LOC,UDA_string_-_-_MASK_LAYERS,UDA_string_-_-_WAFER_SIZE,UDA_string_-_-_BUMP_LOC,UDA_string_-_-_BUMP_TYPE,UDA_string_-_-_PROBE_LOC,UDA_string_-_-_PACKAGE_FAMILY,UDA_string_-_-_ASSY_LOC,UDA_string_-_-_TEST_LOC,UDA_string_-_-_A_MAT_STATUS
ASM1c,-,WTEST-M1,1,D,1,31262,31262,1,-,-,-,factor,2,-1,-,-,-,ASSY,ASSY_WIREBOND_256BGA,ASSY_WIREBOND,2-ASSY,1,WTEST-M1,0,-,-,-,BGA,-,-,-,-,-,-,-,WIREBOND,-,-,50
ASM2,-,ASSY-M2,1,D,1,28424,28424,1,21,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_401FPBGA,ASSY_FLIPCHIP,2-ASSY,1,ASSY-M2,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,ASSY-M2,-,50
ASM2,-,WTEST-M2,1,D,1,28424,28424,1,-,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_401FPBGA,ASSY_FLIPCHIP,2-ASSY,1,WTEST-M2,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,-,-,50
ASM3,-,ASSY-M2,1,D,1,85000,85000,1,21,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_330FPBGA,ASSY_FLIPCHIP,2-ASSY,1,ASSY-M2,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,ASSY-M2,-,50
ASM3,-,ASSY-M3,1,D,1,85000,85000,1,21,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_330FPBGA,ASSY_FLIPCHIP,2-ASSY,1,ASSY-M3,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,ASSY-M3,-,50
ASM3,-,WTEST-M1,1,D,1,85000,85000,1,-,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_330FPBGA,ASSY_FLIPCHIP,2-ASSY,1,WTEST-M1,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,-,-,50
ASM3,-,WTEST-M2,1,D,1,85000,85000,1,-,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_330FPBGA,ASSY_FLIPCHIP,2-ASSY,1,WTEST-M2,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,-,-,50
ASM4,-,ASSY-M2,1,D,1,25033,25033,1,21,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_601FPBGA,ASSY_FLIPCHIP,2-ASSY,1,ASSY-M2,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,ASSY-M2,-,50
ASM4,-,ASSY-M3,1,D,1,25033,25033,1,21,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_601FPBGA,ASSY_FLIPCHIP,2-ASSY,1,ASSY-M3,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,ASSY-M3,-,50
ASM4,-,WTEST-M1,1,D,1,25033,25033,1,-,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_601FPBGA,ASSY_FLIPCHIP,2-ASSY,1,WTEST-M1,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,-,-,50
ASM4,-,WTEST-M2,1,D,1,25033,25033,1,-,-,-,factor,2,-1,-,-,-,ASSY,ASSY_FLIPCHIP_601FPBGA,ASSY_FLIPCHIP,2-ASSY,1,WTEST-M2,0,-,-,-,FPBGA,-,-,-,-,-,-,-,FLIPCHIP,-,-,50
DIE1,-,ASSY-M2,1,D,1421,1421,1421,1421,-,-,-,factor,2,-1,-,-,-,DB,DB_ProductGroupX_ProductFamilyA,DB_ProductGroupX,3-DB,1,DB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
DIE2,-,ASSY-M2,1,D,1292,1292,1292,1292,-,-,-,factor,2,-1,-,-,-,DB,DB_ProductGroupX_ProductFamily3,DB_ProductGroupX,3-DB,1,DIE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
DIE3,-,ASSY-M2,1,D,4000,4000,4000,4000,-,-,-,factor,2,-1,-,-,-,DB,DB_ProductGroupX_ProductFamilyB,DB_ProductGroupX,3-DB,1,DB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
DIE3,-,ASSY-M3,1,D,4000,4000,4000,4000,-,-,-,factor,2,-1,-,-,-,DB,DB_ProductGroupX_ProductFamilyB,DB_ProductGroupX,3-DB,1,DB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
DIE4,-,ASSY-M2,1,D,1178,1178,1178,1178,-,-,-,factor,2,-1,-,-,-,DB,DB_ProductGroupX_ProductFamilyB,DB_ProductGroupX,3-DB,1,DIE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
DIE4,-,ASSY-M3,1,D,1178,1178,1178,1178,-,-,-,factor,2,-1,-,-,-,DB,DB_ProductGroupX_ProductFamilyB,DB_ProductGroupX,3-DB,1,DIE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE1,-,ASSY-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,-,0,PROBE,PROBE_ProductGroupX_ProductFamilyA,PROBE_ProductGroupX,4-PROBE,3000,PROBE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE1,-,WPROB-M1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyA,PROBE_ProductGroupX,4-PROBE,3000,WPROB-M1,0,-,-,-,-,-,-,-,-,-,-,WPROB-M1,-,-,-,50
PROBE2,-,ASSY-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamily3,PROBE_ProductGroupX,4-PROBE,4000,PROBE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE2,-,WPROB-M2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamily3,PROBE_ProductGroupX,4-PROBE,4000,WPROB-M2,0,-,-,-,-,-,-,-,-,-,-,WPROB-M2,-,-,-,50
PROBE3,-,ASSY-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,PROBE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE3,-,ASSY-M3,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,PROBE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE3,-,WPROB-M1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,WPROB-M1,0,-,-,-,-,-,-,-,-,-,-,WPROB-M1,-,-,-,50
PROBE3,-,WPROB-M2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,WPROB-M2,0,-,-,-,-,-,-,-,-,-,-,WPROB-M2,-,-,-,50
PROBE4,-,ASSY-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,PROBE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE4,-,ASSY-M3,1,D,25,1000,1000,25,-,-,-,factor,2,-1,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,PROBE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
PROBE4,-,WPROB-M1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,WPROB-M1,0,-,-,-,-,-,-,-,-,-,-,WPROB-M1,-,-,-,50
PROBE4,-,WPROB-M2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,PROBE,PROBE_ProductGroupX_ProductFamilyB,PROBE_ProductGroupX,4-PROBE,5000,WPROB-M2,0,-,-,-,-,-,-,-,-,-,-,WPROB-M2,-,-,-,50
BUMP2,-,WBUMP-M2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamily3_LEADFREE,BUMP_ProductFamily3,5-BUMP,4000,WBUMP-M2,0,-,-,-,-,-,-,-,-,WBUMP-M2,LEADFREE,-,-,-,-,50
BUMP2,-,WPROB-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamily3_LEADFREE,BUMP_ProductFamily3,5-BUMP,4000,WPROB-M2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
BUMP3,-,WBUMP-M2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WBUMP-M2,0,-,-,-,-,-,-,-,-,WBUMP-M2,LEADFREE,-,-,-,-,50
BUMP3,-,WBUMP-M3,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WBUMP-M3,0,-,-,-,-,-,-,-,-,WBUMP-M3,LEADFREE,-,-,-,-,50
BUMP3,-,WPROB-M1,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WPROB-M1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
BUMP3,-,WPROB-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WPROB-M2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
BUMP4,-,WBUMP-M2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WBUMP-M2,0,-,-,-,-,-,-,-,-,WBUMP-M2,LEADFREE,-,-,-,-,50
BUMP4,-,WBUMP-M3,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WBUMP-M3,0,-,-,-,-,-,-,-,-,WBUMP-M3,LEADFREE,-,-,-,-,50
BUMP4,-,WPROB-M1,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WPROB-M1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
BUMP4,-,WPROB-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,BUMP,BUMP_ProductFamilyB_LEADFREE,BUMP_ProductFamilyB_LEADFREE,5-BUMP,5000,WPROB-M2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
WAFER1,-,FAB1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PMOS,FAB_PMOS,6-FAB,3000,FAB1,0,-,-,PMOS,-,NO,FAB1,43,12,-,-,-,-,-,-,50
WAFER1,-,FAB2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PMOS,FAB_PMOS,6-FAB,3000,FAB2,0,-,-,PMOS,-,NO,FAB2,43,12,-,-,-,-,-,-,50
WAFER1,-,WPROB-M1,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,FAB,FAB_65NM,FAB_65NM,6-FAB,3000,WPROB-M1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
WAFER2,-,FAB1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PMOS,FAB_PMOS,6-FAB,4000,FAB1,0,-,-,PMOS,-,SHARED,FAB1,43,12,-,-,-,-,-,-,50
WAFER2,-,FAB2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PMOS,FAB_PMOS,6-FAB,4000,FAB2,0,-,-,PMOS,-,NO,FAB2,43,12,-,-,-,-,-,-,50
WAFER2,-,WBUMP-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,FAB,FAB_40LP,FAB_40LP,6-FAB,4000,FAB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
WAFER3,-,FAB1,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PIC,FAB_PIC,6-FAB,5000,FAB1,0,-,-,PIC,-,SHARED,FAB1,47,12,-,-,-,-,-,-,50
WAFER3,-,FAB2,1,D,25,1000,1000,25,28,-,-,factor,2,-,-,-,0,FAB,FAB_PIC,FAB_PIC,6-FAB,5000,FAB2,0,-,-,PIC,-,NO,FAB2,47,12,-,-,-,-,-,-,50
WAFER3,-,WBUMP-M2,1,D,25,1000,1000,25,-,-,-,factor,2,-,-,0,0,FAB,FAB_28HPM,FAB_28HPM,6-FAB,5000,FAB,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50
