Plant,FG,旧的物料编号,FGDescription,FGDescription2,成品尺寸,BOMLevel,BOMVersion,可选文本,基本数量,项目编号,SubstituteGroup,Priority,Usage,partnumber,BOM物料单,组,生产版本,特定工厂物料状态,成本收集器订单号,初始估算成功日期,是否仍需初始估算,是否已成本估算,组件旧物料号,PartDescription,PartDescription2,组件尺寸,projecttype,组件数量,Scrap,UOM,中止指示符,中断日期,后续物料,项目文本行1,项目文本行 2,项目长文本,ParentPart,成本核算标识相关,错误,组件采购组,组件采购类型,组件特殊采购类型,调拨工厂,标准采购信息记录,外协采购信息记录,组,操作/活动,长描述,插件,反冲,供应商,供应商名称,组件库存,未清采购订单数量,图号,生产商(制造商),产地,componenttype,创建日期,计划交货日期,专用/通用
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,1.13,1,,1000.000,0160,,0,0,310-0104,,,,,,,,是,,"Epoxy,Innolight,T-002,10ml/支",,,L,115.000,0.00,ML,,,,,,,502-2602,,,王紫慧,F,,,X,,,,,,,,,19081.477,0,,,,P,,42,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,1.14,1,,1000.000,0170,,0,0,310-0485,,,,,,,,是,,"Epoxy,Laird ID-CSS-E-SNL60(50G/管)",,,L,120.132,0.00,G,,,,,,,502-2602,,,王紫慧,F,,,X,,,,,,,,,58546.703,0,,,,P,,56,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,1.15,1,,1000.000,0180,,0,0,313-0039,,,,,,,,是,,"Silicon,Innolight,SN-611,30ml/支",,,L,70.465,0.00,ML,,,,,,,502-2602,,,王紫慧,F,,,X,,,,,,,,,37080.936,0,,,,P,,91,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,1.16,1,,1000.000,0190,,0,0,313-0043,,,,,,,,是,,"Epoxy,Innolight,UV-114,3ml/支",,,L,15.003,0.00,ML,,,,,,,502-2602,,,王紫慧,F,,,X,,,,,,,,,8536.550,0,,,,P,,49,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,2,1,,1000.000,0020,,0,0,601-1256,,,,,,,,,,"(CWDM4 COP V2.0,Cisco)FMT test plan",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,3,1,,1000.000,0030,,0,0,601-1257,,,,,,,,,,"(CWDM4 COP V2.0,Cisco)LP&FMT test plan",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,4,1,,1000.000,0040,,0,0,602-0872,,,,,,,,,,"(CWDM4 COP V2.0,Cisco)FQC test plan",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,5,1,,1000.000,0050,,0,0,607-0040,,,,,,,,,,ATS D&E TR-IQ13L-N72 QSFP+ PSM LR4 V3 C3,,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,6,1,,1000.000,0060,,0,0,611-1836,,,,,,,,,,"S/D,TR-FC13T-N307,QSFP28 CWDM4 V2.0,Cisc",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,7,1,,1000.000,0070,,0,0,612-0391,,,,,,,,,,"(QSFP28 CWDM4 V2.0,for Cisco)A/W",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,8,1,,1000.000,0080,,0,0,613-2661,,,,,,,,,,Label NCI Q28 CWDM4 for Cisco（TH）,,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,9,1,,1000.000,0090,,0,0,617-0012,,,,,,,,,,"(QSFP28 CWDM4 V2.0,Cisco)EEPROM Data",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,10,1,,1000.000,0100,,0,0,618-0092,,,,,,,,,,"F/S,Set 0 for all Standard",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,11,1,,1000.000,0110,,0,0,619-0361,,,,,,,,,,"Con,TR-FC13T-N307,QSFP28 CWDM4 V2.0,Cisc",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,12,1,,1000.000,0120,,0,0,621-008D,,,,,,,,,,"F/W,QSFP28 CWDM4 With Maxim&Semtech",,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,13,1,,1000.000,0130,,0,0,671-0021,,,,,,,,,,CWDM4 Without MPD QuickCheck test plan,,,N,1000.000,0.00,PC,,,,,,,503-0084-ID,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,14,1,,1000.000,0140,,0,0,330-0025,,,,,,,,是,,"Label,150*100*0.1,white,bk,ESK outer box",,,L,125.000,0.00,ZPC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,15160.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,15,1,,1000.000,0150,,0,0,330-0194,,,,,,,,是,,"Label,60×40mm,white,blank,pack label",,,L,125.000,0.00,ZPC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,9455.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,16,1,,1000.000,0160,,0,0,330-0273,,,,,,,,是,,"Label,24.0*8.0*0.1mm,blank,Ass lin",,,L,1000.000,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,52170.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,17,1,,1000.000,0170,,0,0,350-0484,,,,,,,,是,,"Packing Tray,319.2*190*19,4PCS,#2",,,L,250.000,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,150.000,0,,,,P,,30,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,18,1,,1000.000,0180,A1,0,100,351-0009,,,,,,,,是,,"Carton,194*170*221mm",,,L,25.000,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,720.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,19,1,,1000.000,0190,A1,0,0,351-0011,,,,,,,,是,,"Packaging box,Pizza,192*169*45mm,8pcs",,,L,125.000,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,150.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,20,1,,1000.000,0200,A1,0,0,351-0012,,,,,,,,是,,"Packaging box,Pizza,192*169*89mm",,,L,62.500,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,200.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,21,1,,1000.000,0210,A1,0,0,351-0013,,,,,,,,是,,"Packaging box,Carton,194*170*185mm,32pcs",,,L,31.300,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,150.000,0,,,,P,,14,
5000,503-0084-ID,,100G QSFP28 CWDM4 COP 2Km Cisco TH,,,22,1,,1000.000,0220,,0,0,351-0010,,,,,,,,是,,"Paperboard,191*167*3mm",,,L,250.000,0.00,PC,,,,,,,503-0084-ID,X,,辛帆,F,,,X,,,,,,,,,7440.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,0,1,,1000.000,0001,,0,0,562-0099,00048039,50791838,,,,,,是,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,,1000.000,0.00,PC,,,,,,,,X,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1,1,,1000.000,0010,,0,0,502-2603,00048037,,,,,,,,,"Mod BOM,TR-FC13H-H23,QSFP28 CWDM4,Cisco",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,50,,,,,,,,,,,0,0,,,,virtual,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.1,1,,1000.000,0010,,0,0,260-0199,,,,,,,,是,,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",,,L,1000.000,0.00,PC,,,,,,,502-2603,X,,厂内光自组件,F,,,X,,,,,,,,,336.000,0,,,,P,,50,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.2,1,,1000.000,0020,,0,0,300-0150,,,,,,,,是,,Housing body,,,L,1000.000,0.00,PC,,,,,,,502-2603,X,,李跃红,F,41,2000,X,,,,,,,,,636.000,0,,,,,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.3,1,,1000.000,0030,,0,0,300-0151,,,,,,,,是,,Housing lid,,,L,1000.000,0.01,PC,,,,,,,502-2603,X,,李跃红,F,41,2000,X,,,,,,,,,221.000,0,,,,,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.4,1,,1000.000,0040,,0,0,300-0152,,,,,,,,是,,Housing adapter,,,L,1000.000,0.00,PC,,,,,,,502-2603,X,,李跃红,F,41,2000,X,,,,,,,,,691.000,0,,,,,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.5,1,,1000.000,0050,,0,0,310-0574,,,,,,,,是,,"Pull tab,light green,Cisco",,,L,1000.000,0.00,PC,,,,,,,502-2603,X,,李跃红,F,10,,X,,,,,,,,,600.000,0,,,,寄售件,,42,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.6,1,,1000.000,0060,,0,0,302-0007,,,,,,,,是,,TSLG Nylok Screw M1.4x0.3x4.63,,,L,2000.000,0.02,PC,,,,,,,502-2603,X,,李跃红,F,10,,X,,,,,,,,,65075.000,0,,,,寄售件,,56,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.7,1,,1000.000,0070,,0,0,302-0004,,,,,,,,是,,TSLG Nylok Screw M1.4x0.3x5.45,,,L,2000.000,0.02,PC,,,,,,,502-2603,X,,李跃红,F,10,,X,,,,,,,,,84218.000,0,,,,寄售件,,56,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.8,1,,1000.000,0080,,0,0,310-0401,,,,,,,,是,,"Dust cover EPDM,Duplex LC,Black",,,L,1000.000,0.00,PC,,,,,,,502-2603,X,,辛帆,F,,,X,,,,,,,,,7413.000,0,,,,P,,35,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.9,1,,1000.000,0090,,0,0,320-0284,,,,,,,,是,,"Spring OD 1.5mm,l:7.3mm, W-D:0.2mm",,,L,2000.000,0.00,PC,,,,,,,502-2603,X,,李跃红,F,10,,X,,,,,,,,,122644.000,0,,,,寄售件,,56,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.10,1,,1000.000,0130,,0,0,330-0101,,,,,,,,是,,"Label,rounded corner,white,blank,for Box",,,L,1000.000,0.00,PC,,,,,,,502-2603,X,,辛帆,F,,,X,,,,,,,,,90000.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.11,1,,1000.000,0140,,0,0,311-0276,,,,,,,,是,,EMI PAD,,,L,2000.000,0.00,PC,,,,,,,502-2603,X,,辛帆,F,10,,X,,,,,,,,,4772.000,0,,,,寄售件,,35,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.12,1,,1000.000,0150,,0,0,311-0244,,,,,,,,是,,"mylar,PC98,10.2X14X0.1MM",,,L,2000.000,0.00,PC,,,,,,,502-2603,X,,辛帆,F,10,,X,,,,,,,,,1386.000,0,,,,寄售件,,21,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.13,1,,1000.000,0160,,0,0,310-0104,,,,,,,,是,,"Epoxy,Innolight,T-002,10ml/支",,,L,115.000,0.00,ML,,,,,,,502-2603,,,王紫慧,F,,,X,,,,,,,,,19081.477,0,,,,P,,42,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.14,1,,1000.000,0170,,0,0,310-0485,,,,,,,,是,,"Epoxy,Laird ID-CSS-E-SNL60(50G/管)",,,L,120.132,0.00,G,,,,,,,502-2603,,,王紫慧,F,,,X,,,,,,,,,58546.703,0,,,,P,,56,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.15,1,,1000.000,0180,,0,0,313-0039,,,,,,,,是,,"Silicon,Innolight,SN-611,30ml/支",,,L,70.465,0.00,ML,,,,,,,502-2603,,,王紫慧,F,,,X,,,,,,,,,37080.936,0,,,,P,,91,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,1.16,1,,1000.000,0190,,0,0,313-0043,,,,,,,,是,,"Epoxy,Innolight,UV-114,3ml/支",,,L,15.003,0.00,ML,,,,,,,502-2603,,,王紫慧,F,,,X,,,,,,,,,8536.550,0,,,,P,,49,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,2,1,,1000.000,0020,,0,0,601-1301,,,,,,,,,,"(CWDM4 Lite,Cisco)LP&FMT testplan",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,3,1,,1000.000,0030,,0,0,601-1302,,,,,,,,,,"(CWDM4 Lite,Cisco)FMT test plan",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,4,1,,1000.000,0040,,0,0,602-1137,,,,,,,,,,"FQC Test plan,QSFP28 CWDM4 Lite,Cisco",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,5,1,,1000.000,0050,,0,0,607-0040,,,,,,,,,,ATS D&E TR-IQ13L-N72 QSFP+ PSM LR4 V3 C3,,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,6,1,,1000.000,0060,,0,0,611-1837,,,,,,,,,,"S/D,TR-FC13H-H23,QSFP28 CWDM4 V2.0,Cisco",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,7,1,,1000.000,0070,,0,0,612-0390,,,,,,,,,,"(QSFP28 CWDM4 V2.0 Lite,for Cisco)A/W",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,8,1,,1000.000,0080,,0,0,613-2660,,,,,,,,,,Label HCI Q28 CWDM4 Lite for Cisco（TH）,,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,9,1,,1000.000,0090,,0,0,617-0013,,,,,,,,,,"(QSFP28 CWDM4 Lite,Cisco)EEPROM Data",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,10,1,,1000.000,0100,,0,0,618-0092,,,,,,,,,,"F/S,Set 0 for all Standard",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,11,1,,1000.000,0110,,0,0,619-0362,,,,,,,,,,"Con,TR-FC13H-H23,QSFP28 CWDM4 V2.0,Cisco",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,12,1,,1000.000,0120,,0,0,621-008D,,,,,,,,,,"F/W,QSFP28 CWDM4 With Maxim&Semtech",,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,13,1,,1000.000,0130,,0,0,671-0021,,,,,,,,,,CWDM4 Without MPD QuickCheck test plan,,,N,1000.000,0.00,PC,,,,,,,562-0099,,,,E,,,,,,,,,,,,0,0,,,,M,,0,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,14,1,,1000.000,0140,,0,0,330-0025,,,,,,,,是,,"Label,150*100*0.1,white,bk,ESK outer box",,,L,125.000,0.00,ZPC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,15160.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,15,1,,1000.000,0150,,0,0,330-0194,,,,,,,,是,,"Label,60×40mm,white,blank,pack label",,,L,125.000,0.00,ZPC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,9455.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,16,1,,1000.000,0160,,0,0,330-0403,,,,,,,,是,,"Label,25*13,Cisco BP:473-00014-05(TMG9)",,,L,1000.000,5.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,6602.000,0,,,,P,,56,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,17,1,,1000.000,0170,,0,0,350-0484,,,,,,,,是,,"Packing Tray,319.2*190*19,4PCS,#2",,,L,250.000,0.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,150.000,0,,,,P,,30,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,18,1,,1000.000,0180,A1,0,100,351-0009,,,,,,,,是,,"Carton,194*170*221mm",,,L,25.000,0.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,720.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,19,1,,1000.000,0190,A1,0,0,351-0011,,,,,,,,是,,"Packaging box,Pizza,192*169*45mm,8pcs",,,L,125.000,0.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,150.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,20,1,,1000.000,0200,A1,0,0,351-0012,,,,,,,,是,,"Packaging box,Pizza,192*169*89mm",,,L,62.500,0.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,200.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,21,1,,1000.000,0210,A1,0,0,351-0013,,,,,,,,是,,"Packaging box,Carton,194*170*185mm,32pcs",,,L,31.300,0.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,150.000,0,,,,P,,14,
5000,562-0099,,100G Q28 CWDM4 Lite V2.0 500m Cisco TH,,,22,1,,1000.000,0220,,0,0,351-0010,,,,,,,,是,,"Paperboard,191*167*3mm",,,L,250.000,0.00,PC,,,,,,,562-0099,X,,辛帆,F,,,X,,,,,,,,,7440.000,0,,,,P,,14,
5000,562-0100,,100G QSFP28 CWDM4 COP V2.0 2Km Cisco TH,,,0,1,,1000.000,0001,,0,0,562-0100,00048040,50791837,,,,,,是,,100G QSFP28 CWDM4 COP V2.0 2Km Cisco TH,,,,1000.000,0.00,PC,,,,,,,,X,,,E,,,,,,,,,,,,146.000,0,,,,M,,0,
5000,562-0100,,100G QSFP28 CWDM4 COP V2.0 2Km Cisco TH,,,1,1,,1000.000,0010,,0,0,502-2602,00048036,,,,,,,,,"Mod BOM,TR-FC13T-N307,QSFP28 CWDM4,Cisco",,,N,1000.000,0.00,PC,,,,,,,562-0100,,,,E,50,,,,,,,,,,,0,0,,,,virtual,,0,
5000,562-0100,,100G QSFP28 CWDM4 COP V2.0 2Km Cisco TH,,,1.1,1,,1000.000,0010,,0,0,260-0199,,,,,,,,是,,"BOSA Ass-BOM,CWDM4 V2.0(Gen3 Mit DFB)",,,L,1000.000,0.00,PC,,,,,,,502-2602,X,,厂内光自组件,F,,,X,,,,,,,,,336.000,0,,,,P,,50,
5000,562-0100,,100G QSFP28 CWDM4 COP V2.0 2Km Cisco TH,,,1.2,1,,1000.000,0020,,0,0,300-0150,,,,,,,,是,,Housing body,,,L,1000.000,0.00,PC,,,,,,,502-2602,X,,李跃红,F,41,2000,X,,,,,,,,,636.000,0,,,,,,0,
